property_type,price,size,location,rooms,floor,title,seller_type
1-комнатная квартира,23000000 ₸,36 м²,"Алатауский р-н, мкр Зердели 1/39 — Б.Момышулы",1,4/5,1-комнатная квартира · 36 м² · 4/5 этаж,Other
3-комнатная квартира,14000000 ₸,70 м²,Назарбаев 90Б,3,3,3-комнатная квартира · 70 м² · 3 этаж,Other
2-комнатная квартира,23900000 ₸,47 м²,Илияса Есенберлина 20,2,7/10,2-комнатная квартира · 47 м² · 7/10 этаж,Other
1-комнатная квартира,12000000 ₸,38 м²,39-й мкр 10 — Мешіттің қасында,1,5/6,1-комнатная квартира · 38 м² · 5/6 этаж,Other
2-комнатная квартира,28000000 ₸,65 м²,Рахимбаева 29,2,2/5,2-комнатная квартира · 65 м² · 2/5 этаж,Other
3-комнатная квартира,35000000 ₸,70 м²,Кокшетау 4а — Кокшетау/ сырым батыра,3,2/5,3-комнатная квартира · 70 м² · 2/5 этаж,Other
3-комнатная квартира,87200000 ₸,117 м²,"Есильский р-н, Мангилик 68 — Мангилик пересечение Хусейн Бен Талал",3,3/16,3-комнатная квартира · 117 м² · 3/16 этаж,Other
2-комнатная квартира,28500000 ₸,74 м²,"Ульбинский, Аль-Фараби",2,5/9,2-комнатная квартира · 74 м² · 5/9 этаж,Other
2-комнатная квартира,24500000 ₸,57.7 м²,"мкр 5, Алии Молдагуловой 5А",2,9/10,2-комнатная квартира · 57.7 м² · 9/10 этаж,Other
2-комнатная квартира,29248100 ₸,59.69 м²,Сабатаева 77А,2,3/9,2-комнатная квартира · 59.69 м² · 3/9 этаж,Other
2-комнатная квартира,36900000 ₸,48 м²,"Ауэзовский р-н, мкр Жетысу-3 54",2,5/12,2-комнатная квартира · 48 м² · 5/12 этаж,Other
3-комнатная квартира,27650000 ₸,79 м²,"Казыбек би р-н, мкр Новый Город, 137-учетный квартал 343",3,4/9,3-комнатная квартира · 79 м² · 4/9 этаж,Other
3-комнатная квартира,83000000 ₸,160 м²,"Алматы р-н, Калдаякова 1 — Нажимеденова",3,4/20,3-комнатная квартира · 160 м² · 4/20 этаж,Other
2-комнатная квартира,23000000 ₸,57.5 м²,Жамбыла 213,2,5/5,2-комнатная квартира · 57.5 м² · 5/5 этаж,Other
4-комнатная квартира,41000000 ₸,112 м²,"мкр Болашак, балапанова — возле кафе Латте",4,5/5,4-комнатная квартира · 112 м² · 5/5 этаж,Other
3-комнатная квартира,55105400 ₸,112.46 м²,Сабатаева 77А — Байкена Ашимова,3,3/9,3-комнатная квартира · 112.46 м² · 3/9 этаж,Other
2-комнатная квартира,35900000 ₸,86 м²,"Енбекшинский р-н, Толе би 12в — Ордабасы, Мечеть",2,9/12,2-комнатная квартира · 86 м² · 9/12 этаж,Other
1-комнатная квартира,15500000 ₸,37 м²,Республика 91,1,1/5,1-комнатная квартира · 37 м² · 1/5 этаж,Other
2-комнатная квартира,22108800 ₸,45.12 м²,Сабатаева 77А — Байкена Ашимова,2,3/9,2-комнатная квартира · 45.12 м² · 3/9 этаж,Other
1-комнатная квартира,24900000 ₸,36.1 м²,"Нура р-н, Казыбек би 7/1",1,5/9,1-комнатная квартира · 36.1 м² · 5/9 этаж,Other
2-комнатная квартира,26300000 ₸,55 м²,"Алматы р-н, Нажимеденова 10/1 — Тауелсиздик",2,2/22,2-комнатная квартира · 55 м² · 2/22 этаж,Other
2-комнатная квартира,12000000 ₸,43 м²,"мкр Шанхай, Пер Зангар (Воровской) 59/1 — Около пересечении улиц Рыскулова и Вавилова",2,2/6,2-комнатная квартира · 43 м² · 2/6 этаж,Other
3-комнатная квартира,48500000 ₸,130 м²,"Наурызбайский р-н, мкр Шугыла, Жуалы 14",3,9/16,3-комнатная квартира · 130 м² · 9/16 этаж,Other
2-комнатная квартира,21000000 ₸,49.2 м²,"Алатауский р-н, Басаркобыз 1/15 — Саина - Монке би, Саялы, автоцон, спеццон",2,2/5,2-комнатная квартира · 49.2 м² · 2/5 этаж,Other
3-комнатная квартира,37700000 ₸,73 м²,Конституции 76 — Конституции Гоголя,3,5/9,3-комнатная квартира · 73 м² · 5/9 этаж,Other
3-комнатная квартира,32000000 ₸,71 м²,"8-й микрорайон, 8 мкр 1",3,4/10,3-комнатная квартира · 71 м² · 4/10 этаж,Other
1-комнатная квартира,20000000 ₸,33 м²,Нурсултана Назарбаева 215,1,4/6,1-комнатная квартира · 33 м² · 4/6 этаж,Other
3-комнатная квартира,27000000 ₸,54.5 м²,Гагарина 14 — Первый от магазина Давлет,3,3/5,3-комнатная квартира · 54.5 м² · 3/5 этаж,Other
3-комнатная квартира,9000000 ₸,58 м²,жетиколь 16,3,2/4,3-комнатная квартира · 58 м² · 2/4 этаж,Other
1-комнатная квартира,14000000 ₸,35 м²,мкр 4 11,1,3/5,1-комнатная квартира · 35 м² · 3/5 этаж,Other
4-комнатная квартира,130000000 ₸,181 м²,"Есильский р-н, Мангилик Ел 28",4,7/8,4-комнатная квартира · 181 м² · 7/8 этаж,Other
2-комнатная квартира,19400000 ₸,54 м²,"Казыбек би р-н, мкр Юго-Восток, Степной-3 5 — НИШ, Норма",2,4/5,2-комнатная квартира · 54 м² · 4/5 этаж,Other
1-комнатная квартира,16900000 ₸,46 м²,41-й мкр 20,1,5/7,1-комнатная квартира · 46 м² · 5/7 этаж,Other
2-комнатная квартира,25000000 ₸,48.15 м²,"Каратауский р-н, мкр Кайтпас 1, К. Толеметова 4 б — Төлемртова сырым батыр",2,9/12,2-комнатная квартира · 48.15 м² · 9/12 этаж,Other
2-комнатная квартира,28000000 ₸,43 м²,"Ауэзовский р-н, мкр №3 29",2,2/4,2-комнатная квартира · 43 м² · 2/4 этаж,Other
3-комнатная квартира,22000000 ₸,60.7 м²,"Аль-Фарабийский р-н, Есиль 6 — МЖК",3,5/5,3-комнатная квартира · 60.7 м² · 5/5 этаж,Other
4-комнатная квартира,23000000 ₸,78 м²,"Казыбек би р-н, мкр Юго-Восток, Мкр Юго-Восток, 30й микрорайон 1",4,4/9,4-комнатная квартира · 78 м² · 4/9 этаж,Other
2-комнатная квартира,26600000 ₸,67 м²,"р-н Байконур, Тархана 5 — Иманова, университет ЕНУ",2,7/10,2-комнатная квартира · 67 м² · 7/10 этаж,Other
3-комнатная квартира,50900000 ₸,121 м²,"Алматы р-н, 23-15 11 блок А",3,3/10,3-комнатная квартира · 121 м² · 3/10 этаж,Other
5-комнатная квартира,130000000 ₸,273 м²,"Дружбы народов 2/2 — КШТ,Куленовка,Ривьера",5,3/5,5-комнатная квартира · 273 м² · 3/5 этаж,Other
3-комнатная квартира,55000000 ₸,72 м²,"Нура р-н, Улы Дала 25, 27, 29, 29/1 — Толе Би",3,2/15,3-комнатная квартира · 72 м² · 2/15 этаж,Other
3-комнатная квартира,36000000 ₸,95 м²,"жилой массив Жилянка, Келешек",3,3,3-комнатная квартира · 95 м² · 3 этаж,Other
1-комнатная квартира,25500090 ₸,44.7 м²,"р-н Байконур, Кенесары 45 — Республика",1,2/11,1-комнатная квартира · 44.7 м² · 2/11 этаж,Other
2-комнатная квартира,30500000 ₸,77.8 м²,Абулхаир хана 44В,2,11/16,2-комнатная квартира · 77.8 м² · 11/16 этаж,Other
2-комнатная квартира,34300000 ₸,48 м²,"Нура р-н, Сыганак 17",2,2/18,2-комнатная квартира · 48 м² · 2/18 этаж,Other
2-комнатная квартира,29900000 ₸,43 м²,"E-15, Хан Шатыр 13 — Сыганак",2,4/9,2-комнатная квартира · 43 м² · 4/9 этаж,Other
1-комнатная квартира,7600000 ₸,43 м²,"мкр 8, Сатпаева 12/1 — Маресьева",1,1/5,1-комнатная квартира · 43 м² · 1/5 этаж,Other
2-комнатная квартира,14000000 ₸,48 м²,Ауезова 26 — Болашак Максимол Айгерим,2,3/5,2-комнатная квартира · 48 м² · 3/5 этаж,Other
3-комнатная квартира,10000000 ₸,70 м²,Строительная 50 — Горняков,3,3/3,3-комнатная квартира · 70 м² · 3/3 этаж,Other
3-комнатная квартира,67000000 ₸,86 м²,"Алматы р-н, Хропатого 15 — Калдаякова",3,6/9,3-комнатная квартира · 86 м² · 6/9 этаж,Other
3-комнатная квартира,27400000 ₸,70 м²,"Казыбек би р-н, мкр Юго-Восток, ​Улица Карбышева 4/3",3,4/12,3-комнатная квартира · 70 м² · 4/12 этаж,Other
3-комнатная квартира,31000000 ₸,77.1 м²,"Казыбек би р-н, мкр Юго-Восток, Сарыарқа 31",3,2/10,3-комнатная квартира · 77.1 м² · 2/10 этаж,Other
2-комнатная квартира,22500000 ₸,39 м²,"Сарыарка р-н, Бейбарыс Султан 25/2",2,12/12,2-комнатная квартира · 39 м² · 12/12 этаж,Other
